pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
C,33,CHH,34,0,251,6.0,11.9,.506,0.0,0.0,,6.0,11.9,.506,1.3,1.4,.900,4.9,7.3,12.2,1.0,0.1,1.3,1.6,4.0,13.3
SG,25,ATL,80,11,1508,6.1,13.4,.457,1.0,3.4,.298,5.1,10.0,.511,2.3,3.1,.733,1.5,3.1,4.5,3.9,2.1,0.1,2.9,4.4,15.5
PG,27,LAC,74,8,1624,4.7,10.6,.441,0.2,0.9,.262,4.4,9.6,.459,1.2,1.6,.743,0.6,2.5,3.1,7.8,2.3,0.2,2.9,3.7,10.8
PG,26,PHI,72,0,996,2.8,8.0,.350,0.7,2.5,.294,2.1,5.5,.375,0.7,1.1,.645,0.9,1.6,2.4,7.4,1.6,0.0,2.0,2.6,7.0
SF,27,WSB,72,72,2667,7.6,15.5,.487,0.0,0.1,.100,7.5,15.4,.491,2.9,4.0,.727,1.8,3.8,5.6,2.8,1.0,0.6,1.2,2.3,18.1
PF,27,CHI,77,77,2745,5.5,10.9,.508,0.0,0.1,.200,5.5,10.8,.510,2.3,3.7,.619,4.5,5.1,9.6,2.6,1.2,1.3,1.4,2.9,13.3
SG,27,GSW,48,12,1025,5.8,12.4,.467,0.1,0.5,.143,5.7,11.9,.481,3.2,4.8,.669,2.5,3.0,5.5,2.5,1.1,0.3,1.9,4.2,14.9
PF,29,LAL,82,55,2819,4.8,9.0,.537,0.2,0.6,.348,4.6,8.4,.550,3.5,4.8,.739,3.7,5.4,9.1,1.5,1.1,0.5,1.5,1.9,13.4
PG,22,ORL,52,4,626,5.0,11.4,.439,0.1,0.6,.100,4.9,10.8,.457,3.5,5.5,.625,0.6,1.3,2.0,6.7,1.3,0.2,2.4,4.0,13.5
SG,22,IND,13,0,81,12.4,24.4,.509,1.3,4.4,.300,11.1,20.0,.556,1.3,1.8,.750,1.8,2.2,4.0,3.1,0.9,0.4,4.0,4.9,27.6
PF,32,TOT,39,0,329,3.7,9.7,.382,0.0,0.2,.000,3.7,9.5,.391,2.7,3.4,.806,3.5,9.4,12.9,2.6,0.7,0.5,2.2,4.0,10.2
PF,32,SAS,15,0,202,3.6,8.7,.408,0.0,0.0,,3.6,8.7,.408,2.3,2.7,.867,3.2,9.4,12.7,3.4,0.9,0.5,2.1,3.7,9.4
PF,32,CHH,24,0,127,4.0,11.3,.350,0.0,0.6,.000,4.0,10.8,.368,3.4,4.5,.750,4.0,9.4,13.3,1.4,0.3,0.6,2.3,4.5,11.3
PF,23,WSB,81,81,2795,6.2,14.6,.426,0.5,1.7,.281,5.7,12.9,.446,2.3,3.6,.644,2.8,7.2,10.1,3.9,1.7,0.5,3.0,2.5,15.3
C,23,CLE,32,5,215,3.2,9.2,.345,0.0,0.0,,3.2,9.2,.345,2.2,4.2,.520,4.4,6.4,10.7,2.8,1.5,1.7,1.7,8.0,8.5
PF,25,TOT,54,5,713,5.3,11.2,.475,0.0,0.1,.000,5.3,11.1,.477,1.9,3.1,.613,1.9,4.5,6.4,1.2,0.9,0.6,1.7,3.9,12.5
PF,25,CHH,19,5,142,4.8,11.4,.422,0.0,0.0,,4.8,11.4,.422,1.3,2.0,.625,1.3,6.6,7.9,2.0,0.0,1.0,0.8,5.1,10.9
PF,25,DEN,35,0,571,5.4,11.1,.489,0.0,0.1,.000,5.4,11.0,.491,2.1,3.4,.611,2.1,4.0,6.1,1.0,1.1,0.5,2.0,3.6,12.9
PG,26,GSW,66,66,2609,7.2,16.1,.447,1.4,4.3,.330,5.8,11.9,.489,3.8,5.1,.744,0.8,2.8,3.6,9.6,1.6,0.2,3.0,2.1,19.6
SG,31,DAL,62,60,2108,6.7,16.0,.419,1.7,4.4,.393,5.0,11.6,.428,4.1,5.4,.756,0.7,1.4,2.1,5.7,1.4,0.3,2.3,2.5,19.2
SG,29,LAC,80,77,2970,6.6,14.6,.451,0.6,2.3,.280,5.9,12.3,.482,3.7,4.8,.769,1.4,3.7,5.2,4.4,2.1,0.9,2.7,2.6,17.5
C,32,DEN,76,0,670,3.1,6.0,.509,0.1,0.4,.250,3.0,5.6,.529,2.1,3.0,.727,2.4,5.0,7.4,1.8,0.6,0.4,1.6,6.2,8.4
SG,26,PHI,81,81,2977,6.7,14.2,.470,1.5,3.7,.397,5.2,10.5,.496,5.1,5.9,.860,1.1,3.1,4.2,3.8,1.7,0.4,2.2,2.3,19.9
PG,24,ATL,53,2,719,3.6,9.1,.390,1.9,4.0,.463,1.7,5.1,.333,1.7,2.0,.850,0.6,2.2,2.8,7.8,1.5,0.1,2.6,4.3,10.7
PF,26,HOU,81,12,1800,4.8,8.9,.541,0.0,0.0,.000,4.8,8.8,.543,2.5,3.5,.710,3.0,6.1,9.1,1.2,0.9,0.7,1.8,3.8,12.1
SF,33,SAC,69,4,1425,5.0,12.2,.412,1.1,3.4,.323,3.9,8.8,.446,3.3,3.8,.861,1.7,3.2,4.9,3.0,1.3,0.7,1.6,3.6,14.4
SF,24,GSW,29,4,591,5.8,13.1,.447,0.8,2.3,.351,5.1,10.8,.466,2.1,2.9,.745,1.4,2.7,4.1,4.0,0.8,0.3,3.9,3.3,14.6
C,24,GSW,74,66,2070,4.4,8.6,.508,0.0,0.1,.000,4.4,8.5,.512,2.4,3.8,.624,4.4,8.7,13.1,1.2,0.7,0.7,1.6,5.6,11.1
C,23,DAL,79,8,1267,4.6,11.4,.403,0.0,0.0,,4.6,11.4,.403,2.0,3.0,.683,2.6,5.7,8.4,2.1,0.9,1.1,2.6,5.8,11.2
C,28,NJN,2,0,10,3.6,3.6,1.000,0.0,0.0,,3.6,3.6,1.000,0.0,7.2,.000,3.6,10.8,14.4,0.0,0.0,0.0,0.0,7.2,7.2
PG,29,PHI,79,78,2860,7.3,15.6,.470,1.2,3.1,.390,6.1,12.5,.490,3.1,3.6,.865,1.1,3.2,4.3,6.9,1.6,0.3,2.8,2.6,19.0
SF,22,HOU,79,79,2330,5.0,10.5,.474,0.2,0.7,.255,4.8,9.8,.490,2.2,3.1,.715,1.7,4.3,6.1,3.0,1.2,1.3,2.4,3.2,12.4
PF,23,GSW,79,8,1274,4.1,9.2,.446,0.1,0.2,.286,4.0,9.0,.450,3.6,5.5,.665,3.4,5.5,8.9,1.9,1.2,1.2,2.5,7.1,11.9
SF,25,DAL,68,22,1295,5.1,11.5,.442,0.0,0.2,.143,5.1,11.3,.447,2.0,2.6,.766,1.8,4.1,5.9,1.9,1.5,0.9,1.9,6.0,12.2
SF,22,UTA,49,0,260,4.8,12.9,.376,0.0,0.0,,4.8,12.9,.376,4.7,7.3,.642,3.6,4.7,8.3,1.4,2.1,1.7,3.2,8.0,14.4
SG,30,UTA,78,20,2034,5.1,11.7,.436,0.3,1.3,.200,4.8,10.3,.466,1.8,2.3,.777,0.7,1.8,2.5,5.6,1.8,0.2,2.3,4.2,12.2
SG,26,WSB,4,2,45,7.2,14.4,.500,0.8,0.8,1.000,6.4,13.6,.471,2.4,4.8,.500,1.6,1.6,3.2,1.6,0.8,0.0,3.2,4.0,17.6
PG,25,DAL,70,23,1769,4.5,9.7,.462,1.1,2.9,.375,3.4,6.8,.500,2.3,3.0,.765,0.6,2.2,2.8,6.7,1.0,0.1,2.6,2.1,12.4
SG,25,LAC,34,0,350,5.5,13.2,.414,0.2,0.5,.400,5.2,12.7,.415,2.4,2.8,.852,2.0,2.1,4.0,3.6,2.0,0.5,1.7,4.6,13.5
SF,22,DAL,28,28,938,7.1,17.9,.395,0.8,2.8,.288,6.3,15.1,.415,2.6,3.5,.739,1.6,3.1,4.7,5.0,1.5,0.4,4.4,3.1,17.5
PG,27,LAC,82,81,3117,5.3,10.9,.486,0.3,0.9,.268,5.0,10.0,.506,2.8,3.5,.803,1.5,3.0,4.5,8.4,1.6,0.1,2.5,1.8,13.6
PF,27,TOT,10,0,88,8.6,20.9,.412,1.2,5.3,.231,7.4,15.5,.474,9.0,10.6,.846,2.9,1.6,4.5,0.4,1.2,0.0,2.9,3.7,27.4
PF,27,SAC,8,0,79,9.1,20.5,.444,1.4,4.6,.300,7.7,15.9,.486,7.7,9.1,.850,2.7,1.8,4.6,0.5,1.4,0.0,3.2,4.1,27.3
PF,27,UTA,2,0,9,4.0,24.0,.167,0.0,12.0,.000,4.0,12.0,.333,20.0,24.0,.833,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0
PG,24,GSW,8,0,136,6.6,11.1,.595,1.3,2.4,.556,5.3,8.7,.606,3.7,4.8,.778,0.5,2.4,2.9,6.1,1.1,0.0,1.9,4.8,18.3
PG,27,SAS,75,49,2030,4.5,9.0,.502,0.0,0.1,.000,4.5,8.9,.510,2.6,3.2,.791,0.4,2.2,2.6,9.9,1.5,0.3,2.6,2.5,11.6
SF,29,WSB,73,19,1287,5.4,11.3,.479,0.0,0.1,.000,5.4,11.2,.483,2.6,3.5,.730,2.2,3.3,5.5,2.5,1.0,0.5,2.0,5.2,13.4
SG,22,POR,42,0,356,5.8,15.1,.383,0.3,1.4,.214,5.5,13.7,.400,4.0,6.0,.678,1.8,3.0,4.9,1.3,0.8,0.1,2.8,2.3,15.9
SF,33,SEA,82,0,1869,8.9,19.1,.467,0.3,1.1,.304,8.6,18.0,.477,4.5,5.0,.911,2.4,2.9,5.2,2.6,0.7,0.1,2.6,3.3,22.7
PG,34,PHO,77,0,1122,4.4,10.0,.436,0.0,0.4,.083,4.3,9.6,.450,1.9,2.4,.776,1.3,2.3,3.6,6.0,1.9,0.3,2.6,3.6,10.7
